"YC_link","Company_Name","company_description","Batch","Industry","Sub-Industry","Location"
"https://www.ycombinator.com/companies/assembly-hoa","Assembly HOA","AI-enabled HOA Management Company","Summer 2024","Real Estate and Construction","Housing and Real Estate","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/autarc","autarc","autarc is the OS for Europe's One-Stop Energy Installers","Summer 2024","B2B","","Berlin, Berlin, Germany"
"https://www.ycombinator.com/companies/omnidock","omnidock","OS for global e-commerce expansion of brands & manufacturers","Summer 2024","B2B","Operations",""
"https://www.ycombinator.com/companies/polymet","Polymet","AI Product Designer","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/kontigo","Kontigo","USDC-Smart Neobank for Latinos.","Summer 2024","Fintech","Banking and Exchange",""
"https://www.ycombinator.com/companies/weel","Weel","GPS & dashcam smartphone app","Summer 2024","Consumer","Transportation Services","New York, NY, USA"
"https://www.ycombinator.com/companies/entropy","Entropy","Autonomous intake and RCM for specialty clinics.","Summer 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/propaya","Propaya","AI commercial lease abstractions and review","Summer 2024","Real Estate and Construction","Housing and Real Estate","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/vendra","Vendra","Custom Parts, Manufactured in America 🇺🇸","Summer 2024","Industrials","",""
"https://www.ycombinator.com/companies/argil","Argil","The video generation engine for the creator economy","Summer 2024","Consumer","","Paris, Île-de-France, France"
"https://www.ycombinator.com/companies/zeropath","ZeroPath","Automatically find and fix your software vulnerabilities","Summer 2024","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/leviathan","Leviathan","AI Wikipedia","Summer 2024","Consumer","Home and Personal","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/starcloud","Starcloud","Data centers in space","Summer 2024","Industrials","Aviation and Space","Redmond, WA, USA"
"https://www.ycombinator.com/companies/dataleap","Dataleap","Perplexity for Consultants","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/zimi","Zimi","AI automating post-purchase operations and support for e-commerce","Summer 2024","B2B","Retail","New York, NY, USA"
"https://www.ycombinator.com/companies/ionworks","Ionworks","Simulation software used by leading battery and automotive companies","Summer 2024","Industrials","Energy","Remote"
"https://www.ycombinator.com/companies/rescript","Rescript","AI Regulatory Analyst for Enterprises","Summer 2024","B2B","Legal","Washington, DC, USA"
"https://www.ycombinator.com/companies/heroui","HeroUI","The UI framework for AI agents and developers to build beautiful apps.","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/helium","Helium","Self Improving Software","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ai-2","&AI","Collaborative workspace for patent litigators","Summer 2024","B2B","Legal","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/haystack-software","Haystack Software","Understand any pull request in under a minute","Summer 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/finosu","Finosu","AI Native Consumer Loan Servicer","Summer 2024","Fintech","Credit and Lending",""
"https://www.ycombinator.com/companies/odo","Odo","Your email assistant because you deserve a better morning","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/baseline-ai","Baseline AI","AI document creation and data management for clinical trials","Summer 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/winford-ai","Winford AI","Building the future of AI","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/cartage","Cartage","Autonomous freight coordination","Summer 2024","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/youshift","YouShift","The OS for healthcare staffing, starting with scheduling AI agents.","Winter 2025","B2B","Human Resources",""
"https://www.ycombinator.com/companies/paasa","Paasa","Invest in Global Equities from India","Summer 2024","Fintech","Asset Management","Gurugram, HR, India"
"https://www.ycombinator.com/companies/refactor","Refactor","Deploying secure and reliable AI agents across healthcare, retail,…","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lilac-labs","Lilac Labs","We automate the person taking orders at drive-thrus with a voice AI","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/palmier","Palmier","From idea to cinematic videos in seconds","Summer 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/simple-ai","Simple AI","AI phone agents for enterprise","Summer 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sensei","Sensei","Robotic Training Data at Scale","Summer 2024","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/guardian-rf","Guardian RF","Drone detection for US defense and national security","Summer 2024","Industrials","Drones",""
"https://www.ycombinator.com/companies/laminar","Laminar","Open-source all-in-one platform for engineering AI products","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cerulion","Cerulion","Open source operating system for robots","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/presti-ai","Presti AI","Helping furniture companies create product visuals with AI","Summer 2024","B2B","Retail",""
"https://www.ycombinator.com/companies/the-forecasting-company","The Forecasting Company","Foundation models for time series","Summer 2024","B2B","","Paris, Île-de-France, France"
"https://www.ycombinator.com/companies/praxos","Praxos","Your personal AI companion","Summer 2024","Consumer","","Miami, FL, USA"
"https://www.ycombinator.com/companies/zettascale","Zettascale","Energy efficient chips for AI","Summer 2024","Industrials","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/schemeflow","SchemeFlow","AI Report Generation for Engineering & Environmental Review","Summer 2024","Real Estate and Construction","",""
"https://www.ycombinator.com/companies/brighterway","Brighterway","Streamlining the medical record review process in workers comp","Summer 2024","Healthcare","Healthcare IT",""
"https://www.ycombinator.com/companies/mineflow","Mineflow","Mineflow predicts the shape and location of mineral deposits","Summer 2024","Industrials","",""
"https://www.ycombinator.com/companies/soff","Soff","AI for Manufacturers Sales","Summer 2024","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/parley","Parley","Automating flat-fee legal work, starting with work visas + green cards","Summer 2024","B2B","Legal","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/intryc","Intryc","Intryc uses AI to automate quality assurance for customer support","Summer 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pinnacle","Pinnacle","API & SDK for RCS (the next-generation of texting)","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ember-robotics","Ember Robotics","Datadog for robots","Summer 2024","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/thunder-compute","Thunder Compute","Launch GPU instances in one click for 80% less","Summer 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/kura-ai","Kura AI","New State of the Art for Browser Agents","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/emergent","Emergent","Build apps with AI - think it, describe it, ship it","Summer 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/zeit-ai","Zeit AI","From data to enterprise insights in just a few words.","Summer 2024","B2B","Analytics",""
"https://www.ycombinator.com/companies/piggy-robotics","Piggy Robotics","Humanoid robots that do your chores for the price of an iPhone!","Fall 2025","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/distro","Distro","The AI co-pilot for sales reps at industrial wholesale distributors.","Summer 2024","B2B","Supply Chain and Logistics","Palo Alto, CA, USA"
"https://www.ycombinator.com/companies/modern-realty","Modern Realty","The AI Native Real Estate Brokerage.","Summer 2024","Real Estate and Construction","Housing and Real Estate","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/david-ai","David AI","Data for audio AI","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/beebettor","BeeBettor","Robinhood for sports prediction markets","Summer 2024","Consumer","Gaming",""
"https://www.ycombinator.com/companies/stempad","Stempad","Notion for science","Summer 2024","B2B","Productivity",""
"https://www.ycombinator.com/companies/pax","Pax","AI Broker for Tariff Refunds","Summer 2024","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/conductor-quantum","Conductor Quantum","Quantum computers on silicon chips using AI.","Summer 2024","Industrials","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/autumn-labs","Autumn Labs","Datadog for industrial robots","Summer 2024","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/opslane","Opslane","Deploy to Kubernetes in minutes","Summer 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/winfunc","winfunc","ai-powered security engineering for mission critical systems","Summer 2024","B2B","Security",""
"https://www.ycombinator.com/companies/biocartesian","Biocartesian","Converting biology into digital molecular maps","Summer 2024","Healthcare","Drug Discovery and Delivery","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/seals-ai","Seals AI","AI Employees for Wholesalers & Distributors","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/drillbit","Drillbit","Automating Office Work for Residential Contractors.","Summer 2024","B2B","Operations","Austin, TX, USA"
"https://www.ycombinator.com/companies/lumenary","Lumenary","Build working software exceedingly fast in Solar","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/dimely","Dimely","AI-Powered Spreadsheet for Billing Automation","Summer 2024","B2B","Finance and Accounting",""
"https://www.ycombinator.com/companies/redouble-ai","Redouble AI","Scale human-in-the-loop for AI workflows in regulated industries","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/planbase","Planbase","AI workforce management for healthcare","Summer 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/anara","Anara","AI for researchers","Summer 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/hestus-inc","Hestus, Inc.","An AI-powered CAD software","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/magicode","MagiCode","A Reliable AI Frontend Engineer","Summer 2024","B2B","Engineering, Product and Design","Stanford, CA, USA"
"https://www.ycombinator.com/companies/finny-ai","FINNY AI","The OS for independent financial advisors","Summer 2024","Fintech","Asset Management","New York, NY, USA"
"https://www.ycombinator.com/companies/vibe","Vibe","Making everyone a software engineer","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/1849-bio","1849 bio","Engineering microbes for miners to unlock billions in trapped metal","Summer 2024","Industrials","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/reactwise","ReactWise","AI Co-Pilot for Chemical Process Optimization","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/zoa-research","Zoa Research","Powerful quantitative forecasting models","Summer 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/saturn","Saturn","Compliance and back office workflows for Wealth Managers.","Summer 2024","Fintech","","London, England, United Kingdom"
"https://www.ycombinator.com/companies/clearly-ai","Clearly AI","Automate security and privacy reviews","Summer 2024","B2B","Security","Seattle, WA, USA"
"https://www.ycombinator.com/companies/expand-ai","expand.ai","Turn any website into an API.","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/overstand-labs","Overstand Labs","We help business leaders get back into Founder Mode","Winter 2025","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/promi","Promi","Optimizing ecommerce pricing with dynamic, personalized discounts","Summer 2024","B2B","Retail",""
"https://www.ycombinator.com/companies/ontra-mobility","Ontra Mobility","Platform for cities to optimize transit","Summer 2024","Government","","New York, NY, USA"
"https://www.ycombinator.com/companies/aluna","Aluna","Data for biomedical AI","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/panora","Panora","Turning messy inboxes into ERP-Ready Data","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/manaflow","Manaflow","Building interfaces for managing AI coding agents to do good work","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/conveo","Conveo","Confident decisions in days with AI-led interviews.","Summer 2024","B2B","","Antwerp, Flanders, Belgium"
"https://www.ycombinator.com/companies/creativemode","CreativeMode","Lovable for Minecraft mods","Summer 2024","Consumer","Gaming","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/kastle","Kastle","AI agents for mortgage servicing","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/kopra-bio","Kopra Bio","Genetically engineered viruses that teach your immune system to kill…","Summer 2024","Healthcare","Therapeutics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/anthrogen","Anthrogen","We're training the next generation of protein foundation models.","Summer 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/benchify","Benchify","Instantly Repair LLM-Generated Code","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/fazeshift","Fazeshift","AI agent for Accounts Receivable","Summer 2024","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/taxgpt","TaxGPT","AI tax assistant for professionals and businesses","Summer 2024","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/substrate","Substrate","Artificial Intelligence for your medical billing team","Summer 2024","B2B","","Remote"
"https://www.ycombinator.com/companies/the-synthesis-company","The Synthesis Company","100x faster scientific evidence synthesis","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/mito-health","Mito Health","Bloodwork and personalized insights to help you live longer","Summer 2024","Healthcare","Consumer Health and Wellness","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lighthouz-ai","Lighthouz AI","AI Agents for AP and AR in Logistics","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/modus","Modus","Unlock revenue per employee with AI-powered headcount management","Summer 2024","B2B","","Remote"
"https://www.ycombinator.com/companies/dmodel","dmodel","Look inside the model","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/ledgerup","LedgerUp","AI agents that handles complex billing and revenue","Summer 2024","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/plume","Plume","Renewable infrastructure deployment at scale.","Summer 2024","Industrials","Climate","Paris, Île-de-France, France"
"https://www.ycombinator.com/companies/pulse-3","Pulse","Production-grade unstructured document extraction","Summer 2024","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/autopallet-robotics","AutoPallet Robotics","We make robots that move boxes in warehouses","Summer 2024","Industrials","Manufacturing and Robotics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/dench-com","Dench.com","AI Workforce that does it all","Summer 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/aminoanalytica","AminoAnalytica","The AI-Native Operating System for Protein Engineering","Summer 2024","Healthcare","Industrial Bio","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/gauge","Gauge","Get your product featured in AI answers.","Summer 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/weave-robotics","Weave Robotics","Personal robots for the home--that ship in 2025","Summer 2024","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/tandem-2","Tandem","AI-assisted office leasing platform","Summer 2024","B2B","Office Management",""
"https://www.ycombinator.com/companies/kenley","Kenley","AI for Consulting","Summer 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tivara","Tivara","The AI workforce for medical groups","Summer 2024","Healthcare","",""
"https://www.ycombinator.com/companies/camfer","camfer","Building the world’s first AI mechanical engineer.","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/minusx","MinusX","AI Data Scientist for Jupyter and Metabase","Summer 2024","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/snowpilot","Snowpilot","The connected spreadsheet that destroys data silos","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/spongecake","Spongecake","Helping developers build computer use agents","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/parahelp","Parahelp","The AI support agent built for fast-moving software companies","Summer 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/codeviz","CodeViz","Visual Search Engine For Code","Summer 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/runlocal-ai","RunLocal AI","The On-Device AI Development Platform","Summer 2024","B2B","Engineering, Product and Design","London, England, United Kingdom"
"https://www.ycombinator.com/companies/ares-industries","Ares Industries","Building low-cost cruise missiles","Summer 2024","Industrials","Aviation and Space","El Segundo, CA, USA"
"https://www.ycombinator.com/companies/dodo","Dodo","AI Employees for Specialty Clinics","Summer 2024","Healthcare","Healthcare IT",""
"https://www.ycombinator.com/companies/lucible","Lucible","Combined checking and investment account","Summer 2024","B2B","Operations",""
"https://www.ycombinator.com/companies/elevate-2","Elevate","Automated AI data integrations for roll-ups","Summer 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/offstream","Offstream","Vanta for carbon compliance","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/storia-ai","Storia AI","Open source AI copilot that knows your company's code and its context","Summer 2024","B2B","Engineering, Product and Design","Millbrae, CA, USA"
"https://www.ycombinator.com/companies/deepsim-inc","DeepSim, Inc.","An AI physics simulator for AI chip design","Summer 2024","B2B","Engineering, Product and Design","Mountain View, CA, USA"
"https://www.ycombinator.com/companies/scape","Scape","AI-native CRM that captures all your conversations","Summer 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/zuni","Zuni","AI Assistant that works alongside you in your Chrome browser","Summer 2024","B2B","Productivity","Remote"
"https://www.ycombinator.com/companies/proxis","Proxis","The platform for enterprise AI agent automations, starting with email.","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/rewbi","Rewbi","Rewbi uses AI to increase grid-connected battery storage revenue 2x","Summer 2024","Industrials","Energy",""
"https://www.ycombinator.com/companies/willow","Willow","The voice interface replacing your keyboard","Spring 2025","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cloudglue","Cloudglue","Developer APIs to let your AI/LLM understand videos and audio.","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/networkocean","NetworkOcean","We build and operate underwater data centers.","Summer 2024","Industrials","Climate","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/atum-works","Atum Works","Gigascale Nanomanufacturing","Spring 2025","Industrials","Manufacturing and Robotics","Mountain View, CA, USA"
"https://www.ycombinator.com/companies/silurian","Silurian","Foundation models to simulate Earth, starting with weather.","Summer 2024","Industrials","Climate","Kirkland, WA, USA"
"https://www.ycombinator.com/companies/hyrex","Hyrex","The COLD Task Framework","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/unbound","Unbound","Use AI tools without fear of data leakage","Summer 2024","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/retrofix","RetroFix","Automate any workflow using plain english","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/azalea-robotics-corporation","Azalea Robotics Corporation","Automating airport baggage handling with robots.","Summer 2024","Industrials","Manufacturing and Robotics","Berkeley, CA, USA"
"https://www.ycombinator.com/companies/leeroo","Leeroo","Organizational Superintelligence","Spring 2025","B2B","",""
"https://www.ycombinator.com/companies/decisional-ai","Decisional AI","Autonomous AI agents for spreadsheet based operations","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/stardrift","Stardrift","AI travel search for frequent flyers","Summer 2024","Consumer","Travel, Leisure and Tourism","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ideate-xyz","ideate.xyz","ideate.xyz is an AI-powered 3D art suite on the web","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/firstwork","FirstWork","Rippling for seasonal workers","Summer 2024","B2B","Human Resources","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sorcerer","Sorcerer","Building a nervous system for the atmosphere","Summer 2024","Industrials","Climate","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/wordware","Wordware","AI agents you can rely on","Summer 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/maitai","Maitai","Reliable, self-improving enterprise AI","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/corgi","Corgi","Corgi is building an AI financial infrastructure company","Summer 2024","Fintech","Insurance","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/phonely","Phonely","AI call centers","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/videogen","VideoGen","AI that can create and edit professional videos","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/sagecare","Sage","Automating home care agency operations with AI","Summer 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/stack-auth","Stack Auth","The open-source Auth0 alternative","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/tabula","Tabula","AI Copilot for SMEs & their accountants in Europe","Summer 2024","B2B","Finance and Accounting","Berlin, Berlin, Germany"
"https://www.ycombinator.com/companies/callback","Callback","AI-native business process outsourcing","Summer 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/bayesline","Bayesline","Highly customizable and blazingly fast analytics for asset managers.","Summer 2024","Fintech","Asset Management","New York, NY, USA"
"https://www.ycombinator.com/companies/digitalcarbon","DigitalCarbon","Transform Images And Videos Into Immersive 3D With AI","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/random-labs","Random Labs","Random labs is building fully open source software agents","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/unsloth-ai","Unsloth AI","Open-Source Reinforcement Learning (RL) & Fine-tuning for LLMs.","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/codes-health","Codes Health","Perfect medical histories.","Summer 2024","Healthcare","","New York, NY, USA"
"https://www.ycombinator.com/companies/entangl","Entangl","Find & resolve issues in data center engineering & operations using AI","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/claimsorted","ClaimSorted","Making it easy for insurance companies to process claims","Summer 2024","Fintech","Insurance",""
"https://www.ycombinator.com/companies/mdhub","mdhub","AI workers for healthcare clinics, starting with mental health","Summer 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/hamming-ai","Hamming AI","Automated voice AI agent testing and monitoring","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/pre","Pre","The AI accountability agent for startup founders","Summer 2024","B2B","Operations","Lake Oswego, OR, USA"
"https://www.ycombinator.com/companies/prohostai","ProhostAI","AI Property Manager for Airbnb & Short-Term Rental Hosts","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/educato-ai","Educato AI","AI-Powered Worldwide exam-prep platform","Summer 2024","Education","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/spaceium-inc","Spaceium Inc","In-Space Refueling","Summer 2024","Industrials","Aviation and Space",""
"https://www.ycombinator.com/companies/comfy-deploy","Comfy Deploy","ComfyUI for everyone on your team","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/synnax","Synnax","Unified Hardware Control and Data Processing Software","Summer 2024","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/theseus","Theseus","GPS Denied Navigation for Drones","Summer 2024","Industrials","Drones",""
"https://www.ycombinator.com/companies/saphira-ai","Saphira AI","Vanta for Hardware","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/glasskube","Glasskube","Software Distribution Platform for On-Prem, Kubernetes, Docker & BYOC","Summer 2024","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/mem0","Mem0","The Memory layer for your AI apps","Summer 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cheers","Cheers","We help service businesses win local search on ChatGPT","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/understood-care","Understood Care","Healthcare personal assistants for Medicare patients.","Summer 2024","Healthcare","","New York, NY, USA"
"https://www.ycombinator.com/companies/variant","Variant","Creative intelligence","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/doublezero","Doublezero","Platform to build, use, and monetize fully autonomous agents","Summer 2024","B2B","Engineering, Product and Design","Remote"
"https://www.ycombinator.com/companies/superunit","Superunit","Faster, more profitable background checks with AI","Summer 2024","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/undermind","Undermind","An AI agent for scientific research","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/domu-technology-inc","Domu Technology Inc.","AI Agents for collections","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/apten","Apten","Omnichannel AI agents that engage leads across SMS, voice, and email","Summer 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/spherecast","Spherecast","AI Supply Chain Manager for CPG","Summer 2024","B2B","Supply Chain and Logistics",""
"https://www.ycombinator.com/companies/miru-ml","Miru","Config Management for Robotics","Summer 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/roger-2","Roger","Roger is an AI SDR that automates outbound sales and follows up 24/7.","Summer 2024","B2B","Sales",""
"https://www.ycombinator.com/companies/abel-police","Abel Police","Automating police paperwork","Summer 2024","Government","",""
"https://www.ycombinator.com/companies/ultra","Ultra","Practical, general-purpose robots for repetitive industrial tasks","Summer 2024","Industrials","Manufacturing and Robotics","New York, NY, USA"
"https://www.ycombinator.com/companies/indemni","Indemni","Cargo Theft and Fraud Prevention Platform","Winter 2024","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/angstrom-ai","Ångström AI","Gen AI molecular simulations that reproduce wetlab results","Summer 2024","Healthcare","Drug Discovery and Delivery","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/parcelbio","ParcelBio","Next-generation mRNA medicines","Winter 2024","Healthcare","Therapeutics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/coval","Coval","Simulation & Evaluation for Voice and Chat Agents","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/k-scale-labs","K-Scale Labs","Open-source humanoid robots","Winter 2024","Consumer","Consumer Electronics","Palo Alto, CA, USA"
"https://www.ycombinator.com/companies/marr-labs","Marr Labs","AI-voice agents that are indistinguishable from humans.","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/forge-rewards","Forge Rewards","Starbucks app for restaurants","Winter 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/dropback","Dropback","The front office software suite for college sports","Winter 2024","Fintech","","Remote"
"https://www.ycombinator.com/companies/retailready","RetailReady","An AI-powered supply chain compliance engine","Winter 2024","B2B","Supply Chain and Logistics",""
"https://www.ycombinator.com/companies/same","Same","Build products without coding","Winter 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/nowhouse","NowHouse","NowHouse helps stock brokerages settle trades instantly.","Winter 2024","Fintech","",""
"https://www.ycombinator.com/companies/getcrux","GetCrux","AI Creative Strategist","Winter 2024","B2B","Analytics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/reprompt","Reprompt","AI Agents for Location","Winter 2024","B2B","Engineering, Product and Design",""
